datetime,C_B1,C_B2,C_B3,C_B4,C_B5,L_B1,L_B2,L_B3,L_B4,L_B5,W_B1,W_B2,W_B3,W_B4,W_B5,LW_B1,LW_B2,LW_B3,LW_B4,LW_B5
1/4/2006 15:00,0.164978,0.158799,0.213724,0.171072,0.103099,0.0794165,0.137512,0.213567,0.122652,0.207054,0.138295,0.0910266,0.0977615,0.157977,0.186282,0.160147,0.176709,0.166016,0.189125,0.18533
1/4/2006 16:00,0.104281,0.108935,0.13873,0.110168,0.0943169,-0.000961979,0.0822257,0.149792,0.0545387,0.150273,0.100209,0.016789,0.0754693,0.0962483,0.133771,0.126554,0.143365,0.123047,0.141575,0.168316
1/4/2006 17:00,0.0380006,0.0665772,0.074954,0.0519451,0.0208434,-0.00619117,0.0498983,0.108396,0.0327401,0.080345,0.0467933,0.00531629,0.0145025,0.0450617,0.0729115,0.0533964,0.0877944,0.0697192,0.036743,0.0865237
1/4/2006 18:00,,0.00453527,0.0338519,0.0285121,0.00506624,-0.0385808,0.00749602,0.0730554,-0.002807,0.0557103,0.0117957,-0.0257289,-0.0223828,0.0255244,0.0310651,0.0299306,0.0535129,0.0307122,0.0387364,0.0572587
1/4/2006 19:00,-0.012456,-0.0139063,0.0130388,0.0064879,-0.00103645,-0.058313,-0.00428204,0.0463213,-0.0194231,0.0222725,-0.0103716,-0.0480829,-0.0415384,0.0266153,0.00138286,0.00251081,0.0254078,0.0126694,-0.00118047,0.034207
1/4/2006 20:00,-0.015886,-0.0269412,-0.00106274,-0.00186715,-0.00291442,-0.0366856,-0.0160871,0.0282439,-0.0176717,-0.00335093,-0.00771349,-0.0449608,-0.033677,0.0192319,-0.00781755,-0.00171888,,0.0167396,-0.0202858,0.0249839
1/4/2006 21:00,-0.0193799,-0.0275561,-0.027091,-0.0123174,-0.0133168,-0.0618006,-0.018103,0.019316,-0.0413036,-0.0084943,-0.0128601,-0.0498136,-0.031225,0.0153179,-0.00138095,-0.0177899,-0.00314336,0.00885599,-0.0244308,0.01939
1/4/2006 22:00,-0.0230443,-0.0385693,0.0105659,-0.0169264,-0.0176199,-0.069696,-0.02737,0.0236938,-0.0271742,-0.0093935,-0.0180157,-0.054853,-0.0393617,0.00307539,0.0125648,-0.00953223,-0.0108392,0.000836742,-0.0353968,0.00990003
1/4/2006 23:00,-0.0234699,-0.0293006,-0.0198836,-0.02277,-0.0143903,-0.0618971,-0.0248417,0.0230996,-0.0225486,-0.0099204,-0.0174156,-0.0530527,-0.0448735,-0.00532073,-0.0040847,-0.00925505,-0.005787,0.00872776,-0.0431725,-0.0059789
1/5/2006 0:00,,-0.0434833,-0.0246152,-0.020828,-0.0210484,-0.0734312,-0.0287145,0.00586601,-0.0285355,-0.0118217,,-0.0635542,-0.0395808,-0.00724034,-0.0187317,-0.0242853,-0.0138587,0.000225158,-0.0515173,0.00590983
1/5/2006 1:00,-0.0332263,-0.0419017,-0.0218787,-0.0137821,-0.0173806,-0.0726092,-0.0247347,0.0278967,-0.0363737,-0.0190797,-0.0249514,-0.0668198,-0.0444363,-0.00834636,-0.0115091,-0.0261211,-0.0153189,0.00613049,-0.0300825,0.00316877
1/5/2006 2:00,-0.0283018,-0.0411911,-0.0272248,-0.0241597,-0.0226908,-0.0559752,-0.0224938,0.0095122,-0.0584927,-0.01566,-0.0283439,-0.0508409,-0.0447431,-0.00234947,-0.0197677,-0.0199686,-0.0143469,-0.00130152,-0.0403007,-0.00463956
1/5/2006 3:00,,-0.0411018,-0.0335175,-0.0143173,-0.0275463,,-0.0315087,-0.00636852,-0.0436305,-0.0192698,-0.0325699,,-0.036243,0.00593142,-0.014342,-0.0227078,-0.0200615,-0.00510408,-0.0399312,-0.0104226
1/5/2006 4:00,-0.0314698,-0.0362726,-0.0195807,-0.0228885,-0.0148001,-0.0532368,-0.0235384,0.00593383,-0.0313321,-0.0251928,-0.0251692,-0.0572512,-0.0522711,0.00373819,-0.012529,-0.0247207,,-0.00527578,-0.0412501,-0.0147559
1/5/2006 5:00,-0.0182598,-0.046826,-0.0168482,-0.0253753,-0.0179025,-0.0896844,-0.0250035,0.00329302,-0.0440559,-0.0314492,-0.0121341,-0.085483,-0.0436384,-0.0125968,-0.0170733,-0.0227103,-0.0201443,-0.0100705,-0.0302105,-0.0096773
1/5/2006 6:00,-0.0192189,-0.050289,-0.0024458,-0.0186465,-0.0190274,-0.0859032,-0.0311388,-0.017518,-0.0472614,-0.029002,-0.000804888,-0.0594289,-0.0724706,-0.0052175,-0.0158247,-0.0339956,-0.0205256,-0.00654172,-0.0318304,-0.0128782
1/5/2006 7:00,-0.0127538,-0.0528911,-0.00684139,-0.0140495,-0.0143904,-0.0698268,-0.0315482,-0.00178105,-0.031048,-0.023076,-0.0049872,-0.0481969,-0.0266647,-0.00241435,0.00675181,-0.0312408,-0.0189727,-0.0141954,-0.0325566,-0.0117322
1/5/2006 8:00,0.00668178,-0.0374198,-0.00833784,-0.0202749,-0.00469136,-0.0844197,-0.035549,0.00322767,-0.0394672,-0.0254553,,-0.0477223,-0.0124044,0.0109344,0.00447852,-0.0348801,-0.0183655,-0.011497,-0.0365996,-0.0175558
1/5/2006 9:00,-0.02558,-0.0272541,,,0.00374657,-0.0505618,-0.0311998,,,-0.0256322,0.00976661,-0.0900397,-0.0322981,,0.0144076,-0.02191,-0.0251077,0.00143259,-0.0611547,-0.0147273
1/5/2006 10:00,,,,,,,,,,,,,,,,,0.0463051,,,
1/5/2006 11:00,,,0.0686837,0.216163,,,,0.248409,0.217043,,,-0.0234797,,0.273251,,-0.0543772,,,,
